9124,"The Berenstain Bears Go to School","Stan Berenstain, Jan Berenstain"
9125,"Curious George Takes a Job","H.A. Rey"
9126,"Superman for All Seasons","Jeph Loeb, Tim Sale, Bjarne Hansen"
9127,"La casa de Bernarda Alba","Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco"
9128,"Retribution (Dark-Hunter, nb.19)","Sherrilyn Kenyon"
9129,"Glue","Irvine Welsh"
9130,"Unhinged (Splintered, nb.2)","A.G. Howard"
9131,"How to Fall in Love","Cecelia Ahern"
9132,"Until You (Westmoreland, nb.3)","Judith McNaught"
9133,"Servant of the Shard (Forgotten Realms: Paths of Darkness, nb.3; The Sellswords, nb.1)","R.A. Salvatore"
9134,"Streams in the Desert","Lettie B. Cowman, James Reimann"
9135,"Venom (Elemental Assassin, nb.3)","Jennifer Estep"
9136,"The Shadowhunter's Codex","Cassandra Clare, Joshua Lewis"
9137,"Tennis Shoes Among the Nephites (Tennis Shoes, nb.1)","Chris Heimerdinger"
9138,"Blue is for Nightmares (Blue is for Nightmares, nb.1)","Laurie Faria Stolarz"
9139,"Carrie / 'Salem's Lot / The Shining","Stephen King"
9140,"Personal Demon (Women of the Otherworld, nb.8)","Kelley Armstrong"
9141,"The Way of Kings, Part 1 (The Stormlight Archive nb.1.1)","Brandon Sanderson"
9142,"The Christmas List","Richard Paul Evans"
9143,"How to Make Love Like a Porn Star: A Cautionary Tale","Jenna Jameson, Neil Strauss"
9144,"The Tenth Justice","Brad Meltzer"
9145,"Stella Bain","Anita Shreve"
9146,"Dark Days (Skulduggery Pleasant, nb.4)","Derek Landy"
9147,"The Green Mile, Part 3: Coffey's Hands","Stephen King"
9148,"Jacob (Nightwalkers, nb.1)","Jacquelyn Frank"
9149,"You Slay Me (Aisling Grey nb.1)","Katie MacAlister"
9150,"Perfect","Rachel Joyce"
9151,"Clifford's Halloween","Norman Bridwell"
9152,"Lyra's Oxford (His Dark Materials, nb.3.5)","Philip Pullman, John Lawrence"
9153,"If I Die (Soul Screamers, nb.5)","Rachel Vincent"
9154,"Private Berlin (Private nb.5)","James Patterson, Mark T. Sullivan"
9155,"The Other Daughter","Lisa Gardner"
9156,"Amazing Grace","Mary Hoffman, Caroline Binch"
9157,"The Redemption of Althalus","David Eddings, Leigh Eddings"
9158,"Slammerkin","Emma Donoghue"
9159,"Simply Irresistible (Chinooks Hockey Team, nb.1)","Rachel Gibson"
9160,"About That Night (FBI/US Attorney, nb.3)","Julie James"
9161,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, nb.3)","Bisco Hatori"
9162,"On the Night You Were Born","Nancy Tillman"
9163,"MWF Seeking BFF: My Yearlong Search For A New Best Friend","Rachel Bertsche"
9164,"Skin Deep (Legion, nb.2)","Brandon Sanderson, Jon Foster"
9165,"Wicked (A Wicked Saga, nb.1)","Jennifer L. Armentrout"
9166,"Insatiable (Insatiable, nb.1)","Meg Cabot"
9167,"Where I Belong (Alabama Summer, nb.1)","J.  Daniels"
9168,"Back on Blossom Street (Blossom Street, nb.4)","Debbie Macomber"
9169,"Hector and the Search for Happiness","François Lelord, Lorenza García"
9170,"Between, Georgia","Joshilyn Jackson"
9171,"Faking It (Dempseys, nb.2)","Jennifer Crusie"
9172,"Underground: The Tokyo Gas Attack and the Japanese Psyche","Haruki Murakami, Alfred Birnbaum, Philip Gabriel"
9173,"The Twentieth Wife (Taj Mahal Trilogy, nb.1)","Indu Sundaresan"
9174,"Captured (The Captive, nb.1)","Erica Stevens"
9175,"Split Infinity  (Apprentice Adept nb.1)","Piers Anthony"
9176,"Sex God: Exploring the Endless Connections between Sexuality and Spirituality","Rob Bell"
9177,"A Vintage Affair","Isabel Wolff"
9178,"The Buddha of Suburbia","Hanif Kureishi"
9179,"Breathe (Breathe, nb.1)","Sarah Crossan"
9180,"The Voice of the Night","Brian Coffey, Dean Koontz"
9181,"The Girl from Krakow","Alex Rosenberg"
9182,"Justice: What's the Right Thing to Do?","Michael J. Sandel"
9183,"13 Hours: The Inside Account of What Really Happened In Benghazi","Mitchell Zuckoff"
9184,"Succubus Shadows (Georgina Kincaid, nb.5)","Richelle Mead"
9185,"Roses","Leila Meacham"
9186,"Crazy For You","Jennifer Crusie"
9187,"Letter to My Daughter","Maya Angelou"
9188,"The Post-Birthday World","Lionel Shriver"
9189,"The Man Who Walked Between the Towers","Mordicai Gerstein"
9190,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, nb.1-5)","Cassandra Clare"
9191,"The Double","José Saramago, Margaret Jull Costa"
9192,"Thorn Queen (Dark Swan, nb.2)","Richelle Mead"
9193,"Lost & Found (Rocky Pelligrino, nb.1)","Jacqueline Sheehan"
9194,"The Tale of Mrs. Tiggy-Winkle","Beatrix Potter"
9195,"For Love of Evil (Incarnations of Immortality, nb.6)","Piers Anthony"
9196,"Blackberry Winter","Sarah Jio"
9197,"Trouble Is My Business","Raymond Chandler"
9198,"An Acceptable Time (A Wrinkle in Time Quintet, nb.5)","Madeleine L'Engle"
9199,"The Third Secret","Steve Berry"
9200,"Charlie Bone and the Shadow (The Children of the Red King, nb.7)","Jenny Nimmo"
9201,"Love Bites (Argeneau nb.2)","Lynsay Sands"
9202,"Hard Choices","Hillary Rodham Clinton"
9203,"Batman: No Man's Land, Vol. 1","Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham"
9204,"The End of Poverty","Jeffrey D. Sachs, Bono"
9205,"Half Blood Blues","Esi Edugyan"
9206,"The Kindness of Strangers","Katrina Kittle"
9207,"Emmy & Oliver","Robin Benway"
9208,"The Sculptor","Scott McCloud"
9209,"Roller Girl","Victoria Jamieson"
9210,"The Best Nest","P.D. Eastman"
9211,"Beyond Exile (Day by Day Armageddon,nb. 2)","J.L. Bourne"
9212,"Braveheart","Randall Wallace"
9213,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, nb.7)","Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy"
9214,"Call Me by Your Name","André Aciman"
9215,"Fugitive Pieces","Anne Michaels"
9216,"Armageddon's Children (Genesis of Shannara, nb.1)","Terry Brooks"
9217,"The Cobra Event","Richard   Preston"
9218,"Everbound (Everneath, nb.2)","Brodi Ashton"
9219,"The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World","Richard Stearns"
9220,"On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep","Gary Ezzo"
9221,"رغم الفراق","نور عبدالمجيد"
9222,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001","Steve Coll"
9223,"La vida del Lazarillo de Tormes","Anonymous"
9224,"Broken Grace","E.C. Diskin"
9225,"The Midwich Cuckoos","John Wyndham"
9226,"I Am Livia","Phyllis T. Smith"
9227,"Smoke Screen","Sandra Brown"
9228,"Bone: Tall Tales","Jeff Smith, Thomas E. Sniegoski, Steve Hamaker"
9229,"The Fourteenth Goldfish","Jennifer L. Holm, Tad Carpenter"
9230,"Tawny Scrawny Lion","Kathryn Jackson, Gustav Tenggren"
9231,"Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century","Don Richardson"
9232,"Libra","Don DeLillo"
9233,"The Honourable Schoolboy","John le Carré"
9234,"Renegade's Magic (Soldier Son, nb.3)","Robin Hobb"
9235,"Second Shift: Order (Shift, nb.2)","Hugh Howey"
9236,"The Tenth Insight: Holding the Vision (Celestine Prophecy, nb.2)","James Redfield"
9237,"The Interpretation of Murder (Freud, nb.1)","Jed Rubenfeld"
9238,"Superman: Birthright","Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu"
9239,"Curious George Visits the Library","Margret Rey, H.A. Rey, Martha Weston"
9240,"Arthur & George","Julian Barnes"
9241,"Truth Will Prevail (The Work and the Glory, nb.3)","Gerald N. Lund"
9242,"Sins & Needles (The Artists Trilogy, nb.1)","Karina Halle"
9243,"A Little History of the World","E.H. Gombrich, Caroline Mustill, Clifford Harper"
9244,"Fire Burn and Cauldron Bubble (Jolie Wilkins, nb.1)","H.P. Mallory"
9245,"Fruits Basket, Vol. 4","Natsuki Takaya, Alethea Nibley, Athena Nibley"
9246,"Women, Food and God: An Unexpected Path to Almost Everything","Geneen Roth"
9247,"Palace Walk (The Cairo Trilogy nb.1)","Naguib Mahfouz, William M. Hutchins, Olive E. Kenny"
9248,"First to Kill (Nathan McBride, nb.1)","Andrew  Peterson"
9249,"How I Raised Myself from Failure to Success in Selling","Frank Bettger"
9250,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys","Billy Crystal"
9251,"Lucky (Lucky Santangelo, nb.2)","Jackie Collins"
9252,"Wicked - Piano/Vocal Arrangement","Stephen Schwartz, Gregory Maguire"
9253,"If Life Is a Bowl of Cherries What Am I Doing in the Pits?","Erma Bombeck"
9254,"Vagabond (The Grail Quest, nb.2)","Bernard Cornwell"
9255,"Little Lord Fauntleroy","Frances Hodgson Burnett"
9256,"Sometimes Never (Sometimes Never, nb.1)","Cheryl McIntyre"
9257,"The Mystery Knight (The Tales of Dunk and Egg, nb.3)","George R.R. Martin"
9258,"Double Time (Sinners on Tour, nb.5)","Olivia Cunning"
9259,"Red Glove (Curse Workers, nb.2)","Holly Black"
9260,"The Magic (The Secret, nb.3)","Rhonda Byrne"
9261,"Kulti","Mariana Zapata"
9262,"Too Busy Not to Pray: Slowing Down to Be With God","Bill Hybels, Lavonne Neff"
9263,"Indignation","Philip Roth"
9264,"Open City","Teju Cole"
9265,"My Story: "A Child Called It", "The Lost Boy", "A Man Named Dave"","Dave Pelzer"
9266,"Witches of East End (The Beauchamp Family, nb.1)","Melissa de la Cruz"
9267,"All He Ever Wanted","Anita Shreve"
9268,"The Fifth Dominion (Imajica Part nb.1/2)","Clive Barker"
9269,"Worth the Fight (MMA Fighter, nb.1)","Vi Keeland"
9270,"Rose Daughter","Robin McKinley"
9271,"Fools Rush In (Weddings by Bella, nb.1)","Janice  Thompson"
9272,"Ruby Holler","Sharon Creech"
9273,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto","Jen Lancaster"
9274,"The Pagan Lord (The Saxon Stories, nb.7)","Bernard Cornwell"
9275,"See You at the Top","Zig Ziglar, Al Mayton"
9276,"The North Water","Ian McGuire"
9277,"The Forge of God (Forge of God, nb.1)","Greg Bear"
9278,"In the Clearing (Tracy Crosswhite, nb.3)","Robert Dugoni"
9279,"Hidden Order (Scot Harvath, nb.12)","Brad Thor"
9280,"Eleanor of Aquitaine: A Life ","Alison Weir"
9281,"Agamemnon (Oresteia, nb.1)","Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison"
9282,"Staked (The Iron Druid Chronicles, nb.8)","Kevin Hearne"
9283,"Harry Potter and Philosophy: If Aristotle Ran Hogwarts","David Baggett, Shawn E. Klein"
9284,"Sweet Persuasion (Sweet, nb.2)","Maya Banks"
9285,"Redeemed (House of Night, nb.12)","P.C. Cast, Kristin Cast"
9286,"Do No Harm: Stories of Life, Death and Brain Surgery","Henry Marsh"
9287,"Jennifer Government","Max Barry"
9288,"The Christmas Train","David Baldacci"
9289,"Dark Destiny (Dark, nb.13)","Christine Feehan"
9290,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, nb.2)","Frank Miller, Lynn Varley"
9291,"Me: Stories of My Life","Katharine Hepburn"
9292,"The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play","Neil A. Fiore"
9293,"After Ever Happy (After, nb.4)","Anna Todd"
9294,"The Auschwitz Escape","Joel C. Rosenberg"
9295,"Made in America: An Informal History of the English Language in the United States","Bill Bryson"
9296,"The Drama of the Gifted Child: The Search for the True Self","Alice  Miller, Ruth Ward"
9297,"One Flew Over the Cuckoo's Nest","Dale Wasserman"
9298,"The Case of Charles Dexter Ward","H.P. Lovecraft"
9299,"Soon I Will Be Invincible","Austin Grossman"
9300,"Paint it Black","Janet Fitch"
9301,"Ever After (Lost Love, nb.2)","Karen Kingsbury"
9302,"Last Orders","Graham Swift"
9303,"Mythologies","Roland Barthes, Annette Lavers"
9304,"Poetics","Aristotle, Malcolm Heath"
9305,"Wife 22","Melanie Gideon"
9306,"Before I Go","Colleen Oakley"
9307,"Travel Team","Mike Lupica"
9308,"The Dark Is Rising Sequence  (The Dark Is Rising nb.1-5)","Susan Cooper"
9309,"The Flight of Gemma Hardy","Margot Livesey"
9310,"Saint (Paradise, nb.2)","Ted Dekker"
9311,"Groundwork of the Metaphysics of Morals","Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard"
9312,"Crimson Shore (Pendergast, nb.15)","Douglas Preston, Lincoln Child"
9313,"More Than Human","Theodore Sturgeon"
9314,"Burn (Michael Bennett, nb.7)","James Patterson, Michael Ledwidge"
9315,"The King's Agent","Donna Russo Morin"
9316,"The Healer (O'Malley nb.5)","Dee Henderson"
9317,"Islands in the Stream","Ernest Hemingway"
9318,"The Guardian (O'Malley nb.2)","Dee Henderson"
9319,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, nb.15)","Bisco Hatori"
9320,"Naïve. Super","Erlend Loe, Tor Ketil Solberg"
9321,"キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss nb.1)","Meca Tanaka, 田中メカ"
9322,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective","Andy Andrews"
9323,"Under the Net","Iris Murdoch"
9324,"Capital","John Lanchester"
9325,"Lenobia's Vow (House of Night Novellas, nb.2)","P.C. Cast, Kristin Cast"
9326,"The Goal (Off-Campus, nb.4)","Elle Kennedy"
9327,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, nb.1-5)","Eoin Colfer"
9328,"The Boyfriend Thief (Stolen Kiss, nb.1)","Shana Norris"
9329,"The Lewis Man (The Lewis Trilogy, nb.2)","Peter  May"
9330,"The Elves of Cintra (Genesis of Shannara, nb.2)","Terry Brooks"
9331,"Priestess of the White (Age of the Five, nb.1)","Trudi Canavan"
9332,"The Vision (Fallen Star, nb.3)","Jessica Sorensen"
9333,"The Gemini Contenders","Robert Ludlum"
9334,"The Field of Swords (Emperor, nb.3)","Conn Iggulden"
9335,"Abandon","Blake Crouch"
9336,"Final Jeopardy (Alexandra Cooper, nb.1)","Linda Fairstein"
9337,"April 1865: The Month That Saved America","Jay Winik"
9338,"The Haunted (The Hollow, nb.2)","Jessica Verday"
9339,"The Protector (O'Malley nb.4)","Dee Henderson"
9340,"Tell Me Three Things","Julie Buxbaum"
9341,"The It Girl (It Girl, nb.1)","Cecily von Ziegesar"
9342,"Single White Vampire (Argeneau nb.3)","Lynsay Sands"
9343,"The Wheel of Time: Boxed Set  (Wheel of Time, nb.1-8)","Robert Jordan"
9344,"Social Intelligence: The New Science of Human Relationships","Daniel Goleman"
9345,"Diary ng Panget","HaveYouSeenThisGirL, Jan Irene Villar"
9346,"Call Me Irresistible (Wynette, Texas nb.5)","Susan Elizabeth Phillips"
9347,"Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari","Robin S. Sharma"
9348,"Promise Not to Tell","Jennifer McMahon"
9349,"A Modern Witch (A Modern Witch, nb.1)","Debora Geary"
9350,"The Traveler's Gift: Seven Decisions that Determine Personal Success","Andy Andrews"
9351,"Shine Not Burn (Shine Not Burn, nb.1)","Elle Casey"
9352,"Double Identity","Margaret Peterson Haddix"
9353,"Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle","Si Robertson, Mark Schlabach"
9354,"Darth Paper Strikes Back (Origami Yoda, nb.2)","Tom Angleberger"
9355,"The Girl in the Steel Corset (Steampunk Chronicles, nb.1)","Kady Cross"
9356,"Gut gegen Nordwind (Gut gegen Nordwind, nb.1)","Daniel Glattauer"
9357,"My Brother Sam Is Dead","James Lincoln Collier, Christopher Collier"
9358,"Dream Man","Linda Howard"
9359,"Rubicon: The Last Years of the Roman Republic","Tom Holland"
9360,"The Green Mile, Part 6: Coffey on the Mile","Stephen King"
9361,"Catalyst","Laurie Halse Anderson"
9362,"Nice Girls Don't Have Fangs (Jane Jameson, nb.1)","Molly Harper"
9363,"Belinda","Anne Rice, Anne Rampling"
9364,"When Beauty Tamed the Beast (Fairy Tales, nb.2)","Eloisa James"
9365,"Miles to Go (The Walk, nb.2)","Richard Paul Evans"
9366,"The Gift (Crown's Spies, nb.3)","Julie Garwood"
9367,"My Friend Dahmer","Derf Backderf"
9368,"The Lion's Lady (Crown's Spies, nb.1)","Julie Garwood"
9369,"Beach Town","Mary Kay Andrews"
9370,"Heart on a Chain","Cindy C. Bennett"
9371,"The Legend of Luke (Redwall, nb.12)","Brian Jacques"
9372,"Babe: The Gallant Pig","Dick King-Smith, Maggie Kneen"
9373,"Wishin' and Hopin'","Wally Lamb"
9374,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever","Jack McCallum"
9375,"Influencer: The Power to Change Anything","Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler"
9376,"The Hand of Oberon (The Chronicles of Amber nb.4)","Roger Zelazny"
9377,"No Place to Run (KGI, nb.2)","Maya Banks"
9378,"The Dragonslayer (Bone, nb.4)","Jeff Smith, Steve Hamaker"
9379,"Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss","Joel Fuhrman"
9380,"A Week to Be Wicked (Spindle Cove, nb.2)","Tessa Dare"
9381,"Rain Reign","Ann M. Martin"
9382,"Claimed By Shadow (Cassandra Palmer, nb.2)","Karen Chance"
9383,"Meet Samantha: An American Girl (American Girls: Samantha, nb.1)","Susan S. Adler, Renée Graef, Nancy Niles"
9384,"The Secret Scripture","Sebastian Barry"
9385,"Batwoman: Elegy","Greg Rucka, J.H. Williams III, Rachel Maddow"
9386,"When the Emperor Was Divine","Julie Otsuka"
9387,"Foreplay (The Ivy Chronicles, nb.1)","Sophie Jordan"
9388,"Night Prey (Lucas Davenport, nb.6)","John Sandford"
9389,"Clouds of Witness (Lord Peter Wimsey, nb.2)","Dorothy L. Sayers"
9390,"Body Movers (Body Movers, nb.1)","Stephanie Bond"
9391,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones","Anthony Bourdain"
9392,"Lincoln in the Bardo","George Saunders"
9393,"Zero History (Blue Ant, nb.3)","William Gibson"
9394,"Sophie & Carter","Chelsea Fine"
9395,"Small Steps (Holes, nb.2)","Louis Sachar"
9396,"The Wicked Girls","Alex Marwood"
9397,"Agents of Light and Darkness (Nightside, nb.2)","Simon R. Green"
9398,"Stand on Zanzibar","John Brunner"
9399,"Homer's Odyssey","Gwen Cooper"
9400,"Sad Cypress (Hercule Poirot, nb.21)","Agatha Christie"
9401,"Avatar Volume 1: The Last Airbender (Avatar nb.1)","Michael Dante DiMartino, Bryan Konietzko"
9402,"Five Go to Smuggler's Top (Famous Five, nb.4)","Enid Blyton"
9403,"Indemnity Only (V.I. Warshawski, nb.1)","Sara Paretsky"
9404,"Five Run Away Together (Famous Five, nb.3)","Enid Blyton"
9405,"The Promise","Danielle Steel"
9406,"A Redbird Christmas","Fannie Flagg"
9407,"The Haj","Leon Uris"
9408,"The Darkest Road (The Fionavar Tapestry, nb.3)","Guy Gavriel Kay"
9409,"Summer of My German Soldier (Summer of My German Soldier, nb.1)","Bette Greene"
9410,"Rogues","George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss"
9411,"The Midwife's Revolt (The Midwife Series, nb.1)","Jodi Daynard"
9412,"Bound by Honor (Born in Blood Mafia Chronicles, nb.1)","Cora Reilly"
9413,"Anti-Stepbrother","Tijan"
9414,"Deeper Than Midnight (Midnight Breed, nb.9)","Lara Adrian"
9415,"Mercy Blade (Jane Yellowrock, nb.3)","Faith Hunter"
9416,"I Do -- But I Don't","Cara Lockwood"
9417,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, nb.3)","Judy Schachner"
9418,"Daily Rituals: How Artists Work","Mason Currey"
9419,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World","Kevin Malarkey, Alex Malarkey"
9420,"Knight & Stay (Knight, nb.2)","Kitty French"
9421,"An Incomplete Revenge (Maisie Dobbs, nb.5)","Jacqueline Winspear"
9422,"The Night Sister","Jennifer McMahon"
9423,"You Don't Have to Say You Love Me","Sarra Manning"
9424,"Tales from Earthsea (Earthsea Cycle, nb.5)","Ursula K. Le Guin"
9425,"The Sound of Things Falling","Juan Gabriel Vásquez, Anne McLean"
9426,"Maid for the Billionaire (Legacy Collection, nb.1)","Ruth Cardello"
9427,"Ashley Bell","Dean Koontz"
9428,"Johnny Mnemonic","William Gibson, Terry Bisson"
9429,"Rogue Squadron (Star Wars: X-Wing, nb.1)","Michael A. Stackpole"
9430,"Fine Things","Danielle Steel"
9431,"The Chase (Isaac Bell, nb.1)","Clive Cussler"
9432,"Amusing Ourselves to Death: Public Discourse in the Age of Show Business","Neil Postman, Andrew Postman"
9433,"Nerilka's Story (Pern, nb.8)","Anne McCaffrey"
9434,"King of Foxes (Conclave of Shadows, nb.2)","Raymond E. Feist"
9435,"Hairy Maclary from Donaldson's Dairy","Lynley Dodd"
9436,"Wonderful Tonight","Pattie Boyd, Penny Junor"
9437,"The Obituary Writer","Ann Hood"
9438,"Tunnels (Tunnels, nb.1)","Roderick Gordon, Brian  Williams"
9439,"The Beatles: The Biography","Bob Spitz"
9440,"Lie Down with Lions","Ken Follett"
9441,"The Incredible Hulk: Planet Hulk","Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa"
9442,"Elizabeth: The Struggle for the Throne","David Starkey"
9443,"Rumors of War (Children of the Promise, nb.1)","Dean Hughes"
9444,"Journal 64 (Afdeling Q, nb.4)","Jussi Adler-Olsen"
9445,"بضع ساعات في يوم ما","محمد صادق"
9446,"The Single Girl's To-Do List","Lindsey Kelk"
9447,"Rama Revealed (Rama, nb.4)","Arthur C. Clarke, Gentry Lee"
9448,"The Redhead Revealed (Redhead, nb.2)","Alice Clayton"
9449,"Skin","Ted Dekker"
9450,"Clariel (Abhorsen, nb.4)","Garth Nix"
9451,"Death at La Fenice (Commissario Brunetti, nb.1)","Donna Leon"
9452,"The Big Nowhere (L.A. Quartet, nb.2)","James Ellroy"
9453,"In This Mountain (Mitford Years, nb.7)","Jan Karon"
9454,"Code to Zero","Ken Follett"
9455,"The Old Curiosity Shop","Charles Dickens, Norman Page"
9456,"Dibs in Search of Self","Virginia M. Axline"
9457,"Fruits Basket, Vol. 14","Natsuki Takaya, Alethea Nibley, Athena Nibley"
9458,"Hawkeye, Volume 2: Little Hits","Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos"
9459,"Hands Of Light","Barbara Ann Brennan, Jos. A. Smith"
9460,"Too Loud a Solitude","Bohumil Hrabal"
9461,"A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13)","Lemony Snicket, Brett Helquist"
9462,"Midnight in Austenland (Austenland, nb.2)","Shannon Hale"
9463,"Pebble in the Sky (Galactic Empire nb.3)","Isaac Asimov"
9464,"Too Good to Be True","Kristan Higgins"
9465,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Brian Michael Bendis, Mark Bagley"
9466,"Independence (Significance, nb.4)","Shelly Crane"
9467,"Night Owl (Night Owl, nb.1)","M. Pierce"
9468,"Mortal Prey (Lucas Davenport, nb.13)","John Sandford"
9469,"One, Two, Buckle My Shoe (Hercule Poirot, nb.22)","Agatha Christie, Hugh Fraser"
9470,"Gemina (The Illuminae Files, nb.2)","Amie Kaufman, Jay Kristoff, Marie Lu"
9471,"Staying Fat for Sarah Byrnes","Chris Crutcher"
9472,"Lorna Doone","R.D. Blackmore, Michelle Allen"
9473,"Maktub","Paulo Coelho"
9474,"Head Over Heels (Lucky Harbor, nb.3)","Jill Shalvis"
9475,"Adam","Ted Dekker"
9476,"The Clocks (Hercule Poirot, nb.34)","Agatha Christie, Robin Bailey"
9477,"The One I Left Behind","Jennifer McMahon"
9478,"Tao of Pooh and Te of Piglet Boxed Set","Benjamin Hoff"
9479,"Manga Classics: Les Misérables","Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo"
9480,"The Orc King (Forgotten Realms: Transitions, nb.1; Legend of Drizzt, nb.17)","R.A. Salvatore"
9481,"The Dolphins of Pern (Pern, nb.13)","Anne McCaffrey"
9482,"Succulent Wild Woman","S.A.R.K."
9483,"Any Human Heart","William  Boyd"
9484,"The Abduction (Theodore Boone, nb.2)","John Grisham"
9485,"The Beggar King (The Hangman's Daughter, nb.3)","Oliver Pötzsch, Lee Chadeayne"
9486,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, nb.2-3)","E.L. James"
9487,"La Carte et le territoire","Michel Houellebecq"
9488,"Festive in Death (In Death, nb.39)","J.D. Robb"
9489,"Rainbow Boys (Rainbow Trilogy, nb.1)","Alex   Sanchez"
9490,"The Penderwicks on Gardam Street (The Penderwicks, nb.2)","Jeanne Birdsall"
9491,"A Bite to Remember (Argeneau nb.5)","Lynsay Sands"
9492,"The Nightmare (Joona Linna, nb.2)","Lars Kepler, Laura A. Wideburg"
9493,"The Reef","Nora Roberts"
9494,"They Do It with Mirrors (Miss Marple, nb.6)","Agatha Christie"
9495,"5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides","Matthew Inman"
9496,"Just a Mess (Little Critter)","Mercer Mayer"
9497,"See Jane Date","Melissa Senate"
9498,"The Gods of War (Emperor, nb.4)","Conn Iggulden"
9499,"Pushing Ice","Alastair Reynolds"
9500,"Heaven (Halo, nb.3)","Alexandra Adornetto"
9501,"The Last Time We Say Goodbye","Cynthia Hand"
9502,"The Secret Art of Dr. Seuss","Dr. Seuss, Maurice Sendak, Audrey Geisel"
9503,"Out of Egypt (Christ the Lord, nb.1)","Anne Rice"
9504,"The Obelisk Gate (The Broken Earth, nb.2)","N.K. Jemisin"
9505,"Reasons to Stay Alive","Matt Haig"
9506,"The Children's Book","A.S. Byatt"
9507,"Tough Customer (Mitchell & Associates nb.2)","Sandra Brown"
9508,"The Shadowy Horses","Susanna Kearsley"
9509,"Joey Pigza Swallowed the Key (Joey Pigza, nb.1)","Jack Gantos"
9510,"Among the Mad (Maisie Dobbs, nb.6)","Jacqueline Winspear, Orlagh Cassidy"
9511,"Dune Road","Jane Green"
9512,"شكلها باظت","عمر طاهر"
9513,"Olivia Joules and the Overactive Imagination","Helen Fielding"
9514,"Unfamiliar Fishes","Sarah Vowell"
9515,"Johannes Cabal the Necromancer (Johannes Cabal, nb.1)","Jonathan L. Howard"
9516,"The Way the Crow Flies","Ann-Marie MacDonald"
9517,"In the Miso Soup","Ryū Murakami, Ralph McCarthy"
9518,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters","Timothy J. Keller"
9519,"Amy and Isabelle ","Elizabeth Strout"
9520,"Red Sparrow (Red Sparrow Trilogy nb.1)","Jason  Matthews"
9521,"Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory","Ben Macintyre"
9522,"Beyond Band of Brothers: The War Memoirs of Major Dick Winters","Dick Winters, Cole C. Kingseed"
